track_name,artist_name,genre,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness,popularity
Anti-Hero,Taylor Swift,Pop,0.6514075797285643,0.7478109238302142,0.7103494952132049,106.15504240609421,0.3841259719489363,0.02458887105211819,0.10207288349039846,0.03177820750208769,75
Flowers,Miley Cyrus,Pop,0.8517519118155918,0.6321353525374807,0.4179062463204939,113.54334322464689,0.29689207388663286,0.0239381733999975,0.07490784121176225,0.05451643284485991,96
Vampire,Olivia Rodrigo,Pop,0.6025012539654594,0.6994256772369419,0.4310606442269322,130.37960778180036,0.16632381362838655,0.04679558786444293,0.18703502291713808,0.03320324396750468,86
As It Was,Harry Styles,Pop,0.7094640977024852,0.5277057038511432,0.45054549678194367,110.37344610618051,0.36618472626152376,0.0335746244021076,0.10246463101402009,0.06110127017080391,87
Hold Me Closer,Elton John & Britney Spears,Pop,0.7961409985265531,0.5239889420811096,0.7321872876500859,102.53610652058016,0.2760154232573391,0.08781887900301713,0.12786992460151608,0.06910650321229567,80
Late Night Talking,Harry Styles,Pop,0.6518114574674516,0.51896338077348,0.5454881347038862,106.30458039749793,0.16029577335545642,0.08915566245148013,0.10222027559783997,0.05771697757762782,74
About Damn Time,Lizzo,Pop,0.7521767802525969,0.5906204287652091,0.54089235362379,132.39265251835468,0.2905542791904314,0.08101583223640924,0.1957104391510786,0.040314330885830404,88
Break My Soul,Beyoncé,Pop,0.7010544729082547,0.5730192022438827,0.7629358675613712,134.56628686423062,0.27631794787189845,0.04010024328385266,0.13214642921524467,0.0574523296213227,73
Unholy,Sam Smith & Kim Petras,Pop,0.6357273431401123,0.5948636483014413,0.7476055206500186,139.2820623717872,0.18426211796508568,0.08044931621007054,0.1851465970839543,0.06447517013910008,76
Hold On,Justin Bieber,Pop,0.6292602135399843,0.7020366970342196,0.7147530560386806,125.92882764506894,0.26888710028364154,0.03827885654520416,0.09883045691449682,0.0444797725245535,73
HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,0.7815710799486764,0.6186206315983734,0.3821124580776968,106.61526154965998,0.11336592098020591,0.01585731107944957,0.06636278466291264,0.1698552430882762,74
God's Plan,Drake,Hip-Hop/Rap,0.8576215379820908,0.7931830494613789,0.42939726832153335,91.5853564216297,0.0022092542502180515,0.016177397995418126,0.08864276327771595,0.1770077011346512,95
Bad Guy,Billie Eilish,Hip-Hop/Rap,0.8949010294864443,0.8768331812736572,0.5064522206411128,117.19005598734962,0.1608952543397269,0.043626997673951215,0.06338735428425583,0.15773516623968364,94
The Box,Roddy Ricch,Hip-Hop/Rap,0.910195166134437,0.8711639478940292,0.4785344668172017,116.80079143561257,0.18589681525573054,0.013834180439948236,0.1316486941886324,0.15352838754805836,99
Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,0.8816079139341452,0.6485891349611903,0.3466085372705705,98.14543216119742,0.0201615735500013,0.00046374857136806115,0.11467134429658114,0.11870736340988507,80
Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,0.7700030692063569,0.8326160498431311,0.3265723724636214,92.01531112142814,0.13930408146283857,0.008035933137349844,0.05230579054054899,0.23488143907948583,97
Savage,Megan Thee Stallion,Hip-Hop/Rap,0.7665836952059387,0.8591085724400962,0.37283638571947275,106.74194427758636,0.15363511291500037,0.034881311436351425,0.1007136908702349,0.2251818873651198,91
WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,0.9232269632422376,0.6881974128687237,0.4854399650100393,83.17496740672405,0.19075695175174684,0.014321174873693705,0.06789887795275676,0.15912954011242303,96
Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,0.8255587100163552,0.6026133616438717,0.5335769712711773,100.20562392488,0.17324072509545452,0.020998140380923513,0.08831755870394399,0.22151511554840642,90
In Da Club,50 Cent,Hip-Hop/Rap,0.7623550107941921,0.7530969969480806,0.44536169851088364,116.3862536133704,0.033504879045599754,0.02071337849699977,0.12679448524931997,0.09117746936557655,82
Kill Bill,SZA,R&B/Soul,0.5715558368671774,0.6644510954691714,0.34517264181295904,68.19007817323305,0.27332629454433993,0.13693116386490764,0.12457716763429952,0.03947500329758283,62
Die For You,The Weeknd,R&B/Soul,0.5244341092455231,0.3643844984515514,0.5714502122014025,74.5302489558981,0.4554820599673331,0.07838023714075582,0.15222007593446707,0.06111608168331158,56
Shirt,SZA,R&B/Soul,0.46490361559268467,0.39103523501751347,0.43844943496949074,78.78614693448036,0.2664291446452522,0.14910860840728,0.1252396097189769,0.09793921598911011,47
CUFF IT,Beyoncé,R&B/Soul,0.7709616950203508,0.4523320960284014,0.2687133241393861,66.11202775780515,0.24916354489466502,0.13624311399603733,0.0631115940778793,0.07015170817147678,69
Lift Me Up,Rihanna,R&B/Soul,0.7876981435570041,0.5310818392613568,0.30931079349347174,70.90233628583243,0.4859845568330359,0.03566367283130476,0.14571251933905438,0.09892474740680368,68
Calm Down,Rema & Selena Gomez,R&B/Soul,0.7702960139995322,0.4317610269645617,0.37778088313171876,72.72554338592423,0.34351399471426236,0.08048108189879939,0.10973305606843245,0.03228739270258268,75
Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,0.40502238739035007,0.6006413278227591,0.29447695372349636,77.9867666682688,0.44213890037726417,0.14789686161183235,0.11998089847877196,0.06765245722238289,57
Rich Flex,Drake & 21 Savage,R&B/Soul,0.742151784496485,0.6659554387627352,0.3470623650228289,60.25459637583373,0.3620336148929144,0.10472244152458446,0.0828648901370829,0.045645227923579224,81
Good Days,SZA,R&B/Soul,0.7001752688954304,0.5227094614090173,0.3954289519185604,91.22494127444568,0.23937367872334345,0.14496581163298247,0.07174300930642549,0.06398303694171431,76
Essence,WizKid ft. Tems,R&B/Soul,0.6844102714876806,0.6868736337686421,0.4031792959478406,94.11215911137619,0.37666788777866267,0.04494978604045579,0.16455462387011602,0.09194287691763924,76
Last Night,Morgan Wallen,Country,0.6213978850251248,0.6569367666715755,0.5038909432122511,77.67786174410989,0.7022170044729347,0.26400465713601284,0.1326344019696637,0.06146417367373161,77
You Proof,Morgan Wallen,Country,0.5443893744312555,0.5240670402904528,0.6761340147416084,82.3004989914157,0.5549496903610946,0.27949697818115216,0.14023255186222228,0.06526545727990399,56
Thought You Should Know,Morgan Wallen,Country,0.4255126432848623,0.42559371951322206,0.5983310062212945,82.83285849600477,0.6155160585785773,0.16536895967809986,0.14604463532423,0.037491429701144344,53
The Kind of Love We Make,Luke Combs,Country,0.5271064535276025,0.4981390050979638,0.4394786332420153,92.11520892815116,0.36927388171243486,0.2911905776965785,0.19676070286846487,0.049244330270332204,70
"Going, Going, Gone",Luke Combs,Country,0.5798995506268948,0.4694593489374789,0.512308626764755,70.10903402522916,0.6753915141340255,0.2701578894899896,0.18588683564976566,0.03950766504120015,69
She Had Me At Heads Carolina,Cole Swindell,Country,0.5340801198586352,0.652759706849813,0.6666760785352247,83.10091280283893,0.4022250803739203,0.1774361483048626,0.07854126309177417,0.07963405743699006,57
Buy Dirt,Jordan Davis ft. Luke Bryan,Country,0.43037716033331297,0.4861513007832538,0.30991677959062774,76.33240321240967,0.6280946789288122,0.2785020106578775,0.09592904197602878,0.06924938818238476,56
Til You Can't,Cody Johnson,Country,0.6347779579189776,0.5802830154813087,0.6754032849998794,105.01467467987615,0.3998323203310706,0.14858491539066962,0.09892695171601697,0.07407874897096607,63
If I Was a Cowboy,Miranda Lambert,Country,0.6269451089848705,0.6085011882276286,0.5750918745982689,87.52278153682529,0.3656522870824284,0.1926191729168289,0.13495514949416199,0.07158526827556017,63
Wild as Her,Corey Kent,Country,0.6022041964948963,0.5667280181595362,0.6877903444219517,83.42422912772867,0.5222554992577699,0.1108525928201954,0.13060091910507995,0.02439052197738066,57
Dynamite,BTS,K-Pop,0.8715533011605536,0.8703248745459673,0.6742055458500444,112.89475332184901,0.12358357535980552,0.02430219821880656,0.06964657222200318,0.030593554289189702,87
Butter,BTS,K-Pop,0.8429697204645004,0.8582874426220152,0.45157811301529166,129.64207589733152,0.261379183445104,0.06731900335103236,0.1588227459464994,0.033726505012620436,97
Pink Venom,BLACKPINK,K-Pop,0.8581248334482721,0.7840221730359065,0.7523622251369098,111.90378409089357,0.18279178884641062,0.045229490486265095,0.07962977049537373,0.025292861343643995,77
Shut Down,BLACKPINK,K-Pop,0.7228606853498875,0.7249534866132191,0.4446031049687864,127.99393337165745,0.2862359796671056,0.06633226367233334,0.12774902849328912,0.03640596829097681,85
New Jeans,NewJeans,K-Pop,0.7372171276068745,0.7480473881623988,0.6246796221587884,100.36376680444717,0.16021190745321126,0.06651411705680997,0.06557812486795118,0.022506259846105735,72
Hype Boy,NewJeans,K-Pop,0.8208499166865646,0.7041729864866484,0.7095072439517568,110.58954600042581,0.11750974779967518,0.05133897682878959,0.136193631786923,0.06268079346260788,77
Ditto,NewJeans,K-Pop,0.8739156683136887,0.860949363838247,0.5781744065184853,136.8026891210303,0.2671354565955949,0.06852810064299107,0.19420700879495717,0.04473689055368297,85
OMG,NewJeans,K-Pop,0.7939789406031518,0.7960477798786649,0.5143036241990303,101.54450050578615,0.2559295109258404,0.09128689298333191,0.11395793516593024,0.06910649577508736,90
Super Shy,NewJeans,K-Pop,0.816617565248699,0.8069427804412961,0.6172184843422279,133.7634170616555,0.2532371371994083,0.005617486741449962,0.07419498584806036,0.04817256160015333,80
ETA,NewJeans,K-Pop,0.8856101868804487,0.6220178918856203,0.44707307307750144,116.47556930972482,0.2896224586797449,0.06263948171795405,0.07167308166824558,0.03881654566519189,89
Tití Me Preguntó,Bad Bunny,Latin,0.8094740684446955,0.6981149395363434,0.5385811612328967,98.53408369010118,0.24862497774358724,0.1756300634849869,0.19309926158201585,0.03671511381642798,84
Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,0.7890450907749125,0.6288762579270055,0.7334559539400708,96.94175622163071,0.14577339620750665,0.03314008564399447,0.14188924266100078,0.08089285305372398,86
Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,0.844758342161395,0.7015302459489212,0.5537729398315785,90.96949725562264,0.24702309011403445,0.0199233953432457,0.11404203379083756,0.04736830867093214,85
Efecto,Bad Bunny,Latin,0.77257033111397,0.8433314753593836,0.5356024166384902,122.52360633018336,0.25412039454871427,0.01751395130656044,0.10417229128826531,0.07992627276314501,79
Party,Bad Bunny & Rauw Alejandro,Latin,0.8538769839472181,0.8303970978771066,0.7222166295909487,121.4208720771881,0.3881942540101221,0.08662789940450465,0.0852107179548076,0.0895618823172914,91
Después de la Playa,Bad Bunny,Latin,0.9097874684566497,0.8368794182262858,0.6122541267656166,127.03885627529846,0.11098385783423537,0.08555486545688429,0.05745905960523249,0.04645839864619235,85
Moscow Mule,Bad Bunny,Latin,0.9109389634497167,0.7878989888795745,0.6842208015026617,126.27211521790363,0.3284077664339868,0.16779439401143426,0.1531918747818194,0.04289877006704166,94
La Corriente,Bad Bunny & Tony Dize,Latin,0.8942537486337625,0.6990381418847187,0.7348552889873714,105.05219793256605,0.3469367862162086,0.12597876430028745,0.054790353093740085,0.060376650012954995,83
El Apagón,Bad Bunny,Latin,0.8569635077939102,0.738638488752505,0.6511522393561155,122.47861971242835,0.14606692616745004,0.002888639699854645,0.16768719753494643,0.030696560825802396,81
Andrea,Bad Bunny & Buscabulla,Latin,0.8337858435538665,0.8938317452131983,0.5126950397498878,103.46302491188088,0.12808237584664017,0.07880607682870425,0.19275465387974877,0.0745638435346331,100
Running Up That Hill,Kate Bush,Rock,0.5136884068648692,0.7274263830620039,0.6389225741633322,178.0400241771823,0.11370485577690356,0.17159475395831875,0.16322316398099676,0.022804952549158864,58
Master of Puppets,Metallica,Rock,0.6576931668702644,0.8164510524955115,0.6583877152409086,140.88037928948376,0.30918397314881385,0.32520275669199783,0.15029417938703413,0.023107629617141464,54
